_id,line_number,contest_name,choice_name,party_name,total_votes,percent_of_votes,registered_voters,ballots_cast,total_number_of_precincts,number_of_precincts_reporting,over_votes,under_votes
451,451,DEM School Director South Fayette (Vote For 5),Esther Cardillo,DEM,797,12.55,12121,3503,12,12,0,0
452,452,DEM School Director South Fayette (Vote For 5),Jason Olexa,DEM,609,9.59,12121,3503,12,12,0,0
453,453,DEM School Director South Fayette (Vote For 5),P. Ryan Fornella,DEM,608,9.57,12121,3503,12,12,0,0
454,454,DEM School Director South Fayette (Vote For 5),Barry Miller,DEM,386,6.08,12121,3503,12,12,0,0
455,455,DEM School Director South Fayette (Vote For 5),Write-in,DEM,61,0.96,12121,3503,12,12,0,0
456,456,DEM School Director South Park (Vote For 5),Angela Girol,DEM,1123,18.96,10044,2680,13,13,0,0
457,457,DEM School Director South Park (Vote For 5),Brenda M. Lindsay,DEM,1099,18.55,10044,2680,13,13,0,0
458,458,DEM School Director South Park (Vote For 5),Nicholas J. Rudolph,DEM,1013,17.1,10044,2680,13,13,0,0
459,459,DEM School Director South Park (Vote For 5),Gary Smith,DEM,949,16.02,10044,2680,13,13,0,0
460,460,DEM School Director South Park (Vote For 5),Lire Jackson,DEM,831,14.03,10044,2680,13,13,0,0
461,461,DEM School Director South Park (Vote For 5),David Giusti,DEM,737,12.44,10044,2680,13,13,0,0
462,462,DEM School Director South Park (Vote For 5),Write-in,DEM,171,2.89,10044,2680,13,13,0,0
463,463,DEM School Director At-Large Steel Valley (Vote For 3),David Colasante,DEM,1506,49.02,11084,2982,21,21,0,0
464,464,DEM School Director At-Large Steel Valley (Vote For 3),James Bulger,DEM,1361,44.3,11084,2982,21,21,0,0
465,465,DEM School Director At-Large Steel Valley (Vote For 3),Write-in,DEM,205,6.67,11084,2982,21,21,0,0
466,466,DEM School Director Steel Valley Region 2 (Vote For 1),James Bulger,DEM,566,96.26,2969,929,6,6,0,0
467,467,DEM School Director Steel Valley Region 2 (Vote For 1),Write-in,DEM,22,3.74,2969,929,6,6,0,0
468,468,DEM School Director Steel Valley Region 3 (Vote For 1),Daniel Rojtas,DEM,837,97.1,3907,1296,5,5,0,0
469,469,DEM School Director Steel Valley Region 3 (Vote For 1),Write-in,DEM,25,2.9,3907,1296,5,5,0,0
470,470,DEM School Director At-Large Sto-Rox (Vote For 1),Write-in,DEM,146,100,7527,1376,18,18,0,0
471,471,DEM School Director Sto-Rox Region 1 (Vote For 2),Write-in,DEM,66,100,3555,511,7,7,0,0
472,472,DEM School Director Sto-Rox Region 2 (Vote For 2),Write-in,DEM,68,100,3972,865,11,11,0,0
473,473,DEM School Director Sto-Rox Region 2 (Vote For 1),Write-in,DEM,48,100,3972,865,11,11,0,0
474,474,DEM School Director Upper Saint Clair (Vote For 5),Kathleen Carroll,DEM,1538,14.84,16024,4593,18,18,0,0
475,475,DEM School Director Upper Saint Clair (Vote For 5),Chris Daley,DEM,1420,13.7,16024,4593,18,18,0,0
476,476,DEM School Director Upper Saint Clair (Vote For 5),Sebastien Dubreil,DEM,1289,12.43,16024,4593,18,18,0,0
477,477,DEM School Director Upper Saint Clair (Vote For 5),Mateusz Kruk,DEM,1214,11.71,16024,4593,18,18,0,0
478,478,DEM School Director Upper Saint Clair (Vote For 5),R. Matthew Wynne,DEM,1188,11.46,16024,4593,18,18,0,0
479,479,DEM School Director Upper Saint Clair (Vote For 5),Angela B. Petersen,DEM,923,8.9,16024,4593,18,18,0,0
480,480,DEM School Director Upper Saint Clair (Vote For 5),Barbara L. Bolas,DEM,845,8.15,16024,4593,18,18,0,0
481,481,DEM School Director Upper Saint Clair (Vote For 5),Kelly Parker Hanna,DEM,739,7.13,16024,4593,18,18,0,0
482,482,DEM School Director Upper Saint Clair (Vote For 5),Hallie Hawkins Snyder,DEM,700,6.75,16024,4593,18,18,0,0
483,483,DEM School Director Upper Saint Clair (Vote For 5),Justin Daniel Lamber,DEM,487,4.7,16024,4593,18,18,0,0
484,484,DEM School Director Upper Saint Clair (Vote For 5),Write-in,DEM,24,0.23,16024,4593,18,18,0,0
485,485,DEM School Director West Allegheny Region 1 (Vote For 2),Robert Ostrander,DEM,336,71.79,3178,825,3,3,0,0
486,486,DEM School Director West Allegheny Region 1 (Vote For 2),Write-in,DEM,132,28.21,3178,825,3,3,0,0
487,487,DEM School Director West Allegheny Region 2 (Vote For 1),Steven Psomas,DEM,500,51.55,8901,1805,4,4,0,0
488,488,DEM School Director West Allegheny Region 2 (Vote For 1),Eric Vannoy,DEM,460,47.42,8901,1805,4,4,0,0
489,489,DEM School Director West Allegheny Region 2 (Vote For 1),Write-in,DEM,10,1.03,8901,1805,4,4,0,0
490,490,DEM School Director West Allegheny Region 3 (Vote For 2),Victoria Hatton Bozic,DEM,331,37.96,4692,1021,3,3,0,0
491,491,DEM School Director West Allegheny Region 3 (Vote For 2),Mark Rosen,DEM,328,37.61,4692,1021,3,3,0,0
492,492,DEM School Director West Allegheny Region 3 (Vote For 2),Steven R. Pons,DEM,202,23.17,4692,1021,3,3,0,0
493,493,DEM School Director West Allegheny Region 3 (Vote For 2),Write-in,DEM,11,1.26,4692,1021,3,3,0,0
494,494,DEM School Director West Jefferson Hills (Vote For 5),Suzanne Downer,DEM,1335,17.68,14954,3963,20,20,0,0
495,495,DEM School Director West Jefferson Hills (Vote For 5),Chelsea Campolongo,DEM,1249,16.55,14954,3963,20,20,0,0
496,496,DEM School Director West Jefferson Hills (Vote For 5),David M. Dominick,DEM,1183,15.67,14954,3963,20,20,0,0
497,497,DEM School Director West Jefferson Hills (Vote For 5),Denise Kahler,DEM,1049,13.9,14954,3963,20,20,0,0
498,498,DEM School Director West Jefferson Hills (Vote For 5),Brian P. Smith,DEM,979,12.97,14954,3963,20,20,0,0
499,499,DEM School Director West Jefferson Hills (Vote For 5),Tracey Arthrell,DEM,923,12.23,14954,3963,20,20,0,0
500,500,DEM School Director West Jefferson Hills (Vote For 5),Anthony J. Rash,DEM,782,10.36,14954,3963,20,20,0,0
501,501,DEM School Director West Jefferson Hills (Vote For 5),Write-in,DEM,49,0.65,14954,3963,20,20,0,0
502,502,DEM School Director West Jefferson Hills (Vote For 1),Suzanne Downer,DEM,827,40.82,14954,3963,20,20,0,0
503,503,DEM School Director West Jefferson Hills (Vote For 1),Adam Matthew Rice,DEM,490,24.19,14954,3963,20,20,0,0
504,504,DEM School Director West Jefferson Hills (Vote For 1),David M. Dominick,DEM,409,20.19,14954,3963,20,20,0,0
505,505,DEM School Director West Jefferson Hills (Vote For 1),Brian P. Smith,DEM,290,14.31,14954,3963,20,20,0,0
506,506,DEM School Director West Jefferson Hills (Vote For 1),Write-in,DEM,10,0.49,14954,3963,20,20,0,0
507,507,DEM School Director West Mifflin Area (Vote For 5),Janelle L. Kopay,DEM,1872,16.72,14315,4121,23,23,0,0
508,508,DEM School Director West Mifflin Area (Vote For 5),Gina Englert,DEM,1850,16.53,14315,4121,23,23,0,0
509,509,DEM School Director West Mifflin Area (Vote For 5),Matthew J. Blazevich,DEM,1290,11.52,14315,4121,23,23,0,0
510,510,DEM School Director West Mifflin Area (Vote For 5),Joseph Gajdos,DEM,1200,10.72,14315,4121,23,23,0,0
511,511,DEM School Director West Mifflin Area (Vote For 5),Tony DiCenzo,DEM,1171,10.46,14315,4121,23,23,0,0
512,512,DEM School Director West Mifflin Area (Vote For 5),Nicholas Alexandroff,DEM,1163,10.39,14315,4121,23,23,0,0
513,513,DEM School Director West Mifflin Area (Vote For 5),Jonathan Mattis,DEM,989,8.83,14315,4121,23,23,0,0
514,514,DEM School Director West Mifflin Area (Vote For 5),Steven Arbasak,DEM,859,7.67,14315,4121,23,23,0,0
515,515,DEM School Director West Mifflin Area (Vote For 5),Jay Grossic,DEM,678,6.06,14315,4121,23,23,0,0
516,516,DEM School Director West Mifflin Area (Vote For 5),Write-in,DEM,123,1.1,14315,4121,23,23,0,0
517,517,DEM School Director Wilkinsburg (Vote For 5),LaTonya Washington,DEM,1479,19.41,12064,2657,17,17,0,0
518,518,DEM School Director Wilkinsburg (Vote For 5),Ashley R. Comans,DEM,1351,17.73,12064,2657,17,17,0,0
519,519,DEM School Director Wilkinsburg (Vote For 5),Monica Garcia,DEM,1344,17.64,12064,2657,17,17,0,0
520,520,DEM School Director Wilkinsburg (Vote For 5),Amanda Barber,DEM,1278,16.78,12064,2657,17,17,0,0
521,521,DEM School Director Wilkinsburg (Vote For 5),Sharmaine Gamble,DEM,1096,14.39,12064,2657,17,17,0,0
522,522,DEM School Director Wilkinsburg (Vote For 5),Debra Raubenstrauch,DEM,1024,13.44,12064,2657,17,17,0,0
523,523,DEM School Director Wilkinsburg (Vote For 5),Write-in,DEM,46,0.6,12064,2657,17,17,0,0
524,524,DEM School Director Wilkinsburg (Vote For 2),Michael Rose,DEM,776,20.85,12064,2657,17,17,0,0
525,525,DEM School Director Wilkinsburg (Vote For 2),Ashley R. Comans,DEM,737,19.8,12064,2657,17,17,0,0
526,526,DEM School Director Wilkinsburg (Vote For 2),Monica Garcia,DEM,641,17.22,12064,2657,17,17,0,0
527,527,DEM School Director Wilkinsburg (Vote For 2),Sharmaine Gamble,DEM,608,16.34,12064,2657,17,17,0,0
528,528,DEM School Director Wilkinsburg (Vote For 2),W. Dennis Bossick,DEM,536,14.4,12064,2657,17,17,0,0
529,529,DEM School Director Wilkinsburg (Vote For 2),Amanda Barber,DEM,411,11.04,12064,2657,17,17,0,0
530,530,DEM School Director Wilkinsburg (Vote For 2),Write-in,DEM,13,0.35,12064,2657,17,17,0,0
531,531,DEM School Director Woodland Hills Region 1 (Vote For 2),Tamara Allen-Thomas,DEM,922,25.48,11221,3082,18,18,0,0
532,532,DEM School Director Woodland Hills Region 1 (Vote For 2),Doneika Griffin,DEM,867,23.96,11221,3082,18,18,0,0
533,533,DEM School Director Woodland Hills Region 1 (Vote For 2),Timothy Reed,DEM,761,21.03,11221,3082,18,18,0,0
534,534,DEM School Director Woodland Hills Region 1 (Vote For 2),Carlton Scott,DEM,636,17.58,11221,3082,18,18,0,0
535,535,DEM School Director Woodland Hills Region 1 (Vote For 2),William Timbers,DEM,429,11.86,11221,3082,18,18,0,0
536,536,DEM School Director Woodland Hills Region 1 (Vote For 2),Write-in,DEM,3,0.08,11221,3082,18,18,0,0
537,537,DEM School Director Woodland Hills Region 2 (Vote For 2),Melanie Timbers,DEM,1245,30.09,11867,3301,20,20,0,0
538,538,DEM School Director Woodland Hills Region 2 (Vote For 2),Terri Lawson,DEM,1025,24.77,11867,3301,20,20,0,0
539,539,DEM School Director Woodland Hills Region 2 (Vote For 2),Teri L. Gilmore,DEM,746,18.03,11867,3301,20,20,0,0
540,540,DEM School Director Woodland Hills Region 2 (Vote For 2),Michael Rensland,DEM,396,9.57,11867,3301,20,20,0,0
541,541,DEM School Director Woodland Hills Region 2 (Vote For 2),Robert Clanagan-Bey,DEM,342,8.26,11867,3301,20,20,0,0
542,542,DEM School Director Woodland Hills Region 2 (Vote For 2),Craig E. Thomas,DEM,336,8.12,11867,3301,20,20,0,0
543,543,DEM School Director Woodland Hills Region 2 (Vote For 2),Write-in,DEM,48,1.16,11867,3301,20,20,0,0
544,544,DEM School Director Woodland Hills Region 2 (Vote For 1),Write-in,DEM,350,100,11867,3301,20,20,0,0
545,545,DEM School Director Woodland Hills Region 3 (Vote For 1),Laura Arthrell,DEM,1160,52.56,10635,2914,20,20,0,0
546,546,DEM School Director Woodland Hills Region 3 (Vote For 1),Karen Lyons,DEM,1033,46.81,10635,2914,20,20,0,0
547,547,DEM School Director Woodland Hills Region 3 (Vote For 1),Write-in,DEM,14,0.63,10635,2914,20,20,0,0
548,548,DEM Commissioner Aleppo (Vote For 2),Judith M. Haluka,DEM,219,95.22,1319,487,1,1,0,0
549,549,DEM Commissioner Aleppo (Vote For 2),Write-in,DEM,11,4.78,1319,487,1,1,0,0
550,550,DEM Member of Council Aspinwall (Vote For 3),Heth R. Turnquist,DEM,381,22.02,2204,918,3,3,0,0
551,551,DEM Member of Council Aspinwall (Vote For 3),"Mark Chimel, II",DEM,363,20.98,2204,918,3,3,0,0
552,552,DEM Member of Council Aspinwall (Vote For 3),Patti McCaffrey,DEM,360,20.81,2204,918,3,3,0,0
553,553,DEM Member of Council Aspinwall (Vote For 3),"Louis Curcio, Jr.",DEM,325,18.79,2204,918,3,3,0,0
554,554,DEM Member of Council Aspinwall (Vote For 3),David C. Brown,DEM,286,16.53,2204,918,3,3,0,0
555,555,DEM Member of Council Aspinwall (Vote For 3),Write-in,DEM,15,0.87,2204,918,3,3,0,0
556,556,DEM Mayor Avalon (Vote For 1),Write-in,DEM,85,100,3347,825,6,6,0,0
557,557,DEM Tax Collector Avalon (Vote For 1),Write-in,DEM,39,100,3347,825,6,6,0,0
558,558,DEM Member of Council Avalon Ward 1 (Vote For 2),Write-in,DEM,22,100,1030,236,1,1,0,0
559,559,DEM Member of Council Avalon Ward 2 (Vote For 1),Write-in,DEM,14,100,1092,270,2,2,0,0
560,560,DEM Member of Council Avalon Ward 2 (Vote For 1),Write-in,DEM,14,100,1092,270,2,2,0,0
561,561,DEM Member of Council Avalon Ward 3 (Vote For 1),Justin Harkleroad,DEM,204,99.51,1225,319,3,3,0,0
562,562,DEM Member of Council Avalon Ward 3 (Vote For 1),Write-in,DEM,1,0.49,1225,319,3,3,0,0
563,563,DEM Member of Council Baldwin Borough (Vote For 3),Patricia Boyer,DEM,1566,25.74,14208,3351,18,18,0,0
564,564,DEM Member of Council Baldwin Borough (Vote For 3),Elliot J. Rambo,DEM,1340,22.03,14208,3351,18,18,0,0
565,565,DEM Member of Council Baldwin Borough (Vote For 3),Paul J. Hayhurst,DEM,1179,19.38,14208,3351,18,18,0,0
566,566,DEM Member of Council Baldwin Borough (Vote For 3),Denise Maiden,DEM,1133,18.63,14208,3351,18,18,0,0
567,567,DEM Member of Council Baldwin Borough (Vote For 3),Angelo Mancuso,DEM,832,13.68,14208,3351,18,18,0,0
568,568,DEM Member of Council Baldwin Borough (Vote For 3),Write-in,DEM,33,0.54,14208,3351,18,18,0,0
569,569,DEM Commissioner Baldwin Township (Vote For 3),Write-in,DEM,49,100,1492,376,2,2,0,0
570,570,DEM Member of Council Bell Acres (Vote For 3),Christopher Abell,DEM,157,92.35,1175,399,1,1,0,0
571,571,DEM Member of Council Bell Acres (Vote For 3),Write-in,DEM,13,7.65,1175,399,1,1,0,0
572,572,DEM Auditor Bellevue (Vote For 1),Write-in,DEM,98,100,5710,1226,6,6,0,0
573,573,DEM Member of Council Bellevue Ward 1 (Vote For 1),Alicia Templeton,DEM,239,81.85,1839,412,2,2,0,0
574,574,DEM Member of Council Bellevue Ward 1 (Vote For 1),Write-in,DEM,53,18.15,1839,412,2,2,0,0
575,575,DEM Member of Council Bellevue Ward 2 (Vote For 1),Chelsea MacDonald,DEM,237,98.34,1979,393,2,2,0,0
576,576,DEM Member of Council Bellevue Ward 2 (Vote For 1),Write-in,DEM,4,1.66,1979,393,2,2,0,0
577,577,DEM Member of Council Bellevue Ward 2 (Vote For 1),Write-in,DEM,26,100,1979,393,2,2,0,0
578,578,DEM Member of Council Bellevue Ward 3 (Vote For 2),Amanda Sloane,DEM,246,48.81,1892,421,2,2,0,0
579,579,DEM Member of Council Bellevue Ward 3 (Vote For 2),Jillian Edmondson,DEM,218,43.25,1892,421,2,2,0,0
580,580,DEM Member of Council Bellevue Ward 3 (Vote For 2),Write-in,DEM,40,7.94,1892,421,2,2,0,0
581,581,DEM Member of Council Ben Avon (Vote For 3),Kara Roggenkamp,DEM,270,36.14,1444,444,2,2,0,0
582,582,DEM Member of Council Ben Avon (Vote For 3),Richard Wagner,DEM,232,31.06,1444,444,2,2,0,0
583,583,DEM Member of Council Ben Avon (Vote For 3),"Kenneth L. Opipery, Jr.",DEM,219,29.32,1444,444,2,2,0,0
584,584,DEM Member of Council Ben Avon (Vote For 3),Write-in,DEM,26,3.48,1444,444,2,2,0,0
585,585,DEM Member of Council Ben Avon Heights (Vote For 4),Patrick Lope,DEM,68,44.74,336,124,1,1,0,0
586,586,DEM Member of Council Ben Avon Heights (Vote For 4),Steven Stiller,DEM,65,42.76,336,124,1,1,0,0
587,587,DEM Member of Council Ben Avon Heights (Vote For 4),Write-in,DEM,19,12.5,336,124,1,1,0,0
588,588,DEM Member of Council Ben Avon Heights (Vote For 1),Write-in,DEM,8,100,336,124,1,1,0,0
589,589,DEM Member of Council Bethel Park Ward 2 (Vote For 1),Maureen Trent,DEM,361,94.26,2684,759,3,3,0,0
590,590,DEM Member of Council Bethel Park Ward 2 (Vote For 1),Write-in,DEM,22,5.74,2684,759,3,3,0,0
591,591,DEM Member of Council Bethel Park Ward 4 (Vote For 1),Brendan D. McCarthy,DEM,421,94.82,2921,890,3,3,0,0
592,592,DEM Member of Council Bethel Park Ward 4 (Vote For 1),Write-in,DEM,23,5.18,2921,890,3,3,0,0
593,593,DEM Member of Council Bethel Park Ward 6 (Vote For 1),Jessica O'Keefe,DEM,452,96.17,3054,938,3,3,0,0
594,594,DEM Member of Council Bethel Park Ward 6 (Vote For 1),Write-in,DEM,18,3.83,3054,938,3,3,0,0
595,595,DEM Member of Council Bethel Park Ward 8 (Vote For 1),Viola Garis,DEM,380,98.45,2783,828,4,4,0,0
596,596,DEM Member of Council Bethel Park Ward 8 (Vote For 1),Write-in,DEM,6,1.55,2783,828,4,4,0,0
597,597,DEM Member of Council Blawnox (Vote For 3),Kathryn Specht-Coban,DEM,139,28.54,961,256,1,1,0,0
598,598,DEM Member of Council Blawnox (Vote For 3),Elaine Palmer,DEM,138,28.34,961,256,1,1,0,0
599,599,DEM Member of Council Blawnox (Vote For 3),"John D. Simmons, Jr.",DEM,131,26.9,961,256,1,1,0,0
600,600,DEM Member of Council Blawnox (Vote For 3),Charles P. Stipetich,DEM,75,15.4,961,256,1,1,0,0
601,601,DEM Member of Council Blawnox (Vote For 3),Write-in,DEM,4,0.82,961,256,1,1,0,0
602,602,DEM Member of Council Brackenridge Ward 1 (Vote For 1),Timothy G. Connelly,DEM,80,98.77,469,135,1,1,0,0
603,603,DEM Member of Council Brackenridge Ward 1 (Vote For 1),Write-in,DEM,1,1.23,469,135,1,1,0,0
604,604,DEM Member of Council Brackenridge Ward 2 (Vote For 1),John D. Stanzione,DEM,137,99.28,733,214,1,1,0,0
605,605,DEM Member of Council Brackenridge Ward 2 (Vote For 1),Write-in,DEM,1,0.72,733,214,1,1,0,0
606,606,DEM Member of Council Brackenridge Ward 3 (Vote For 1),Verne Frederick Petz,DEM,78,100,624,133,1,1,0,0
607,607,DEM Member of Council Brackenridge Ward 3 (Vote For 1),Write-in,DEM,0,0,624,133,1,1,0,0
608,608,DEM Member of Council Braddock Ward 1 (Vote For 1),Chardae Jones,DEM,53,71.62,444,78,1,1,0,0
609,609,DEM Member of Council Braddock Ward 1 (Vote For 1),Kevin Henderson,DEM,21,28.38,444,78,1,1,0,0
610,610,DEM Member of Council Braddock Ward 1 (Vote For 1),Write-in,DEM,0,0,444,78,1,1,0,0
611,611,DEM Member of Council Braddock Ward 2 (Vote For 1),Write-in,DEM,47,100,573,105,1,1,0,0
612,612,DEM Member of Council Braddock Ward 3 (Vote For 1),Robert K. Parker,DEM,30,71.43,394,59,1,1,0,0
613,613,DEM Member of Council Braddock Ward 3 (Vote For 1),Write-in,DEM,12,28.57,394,59,1,1,0,0
614,614,DEM Member of Council Braddock Hills (Vote For 3),Thomas Evans,DEM,251,49.41,1263,365,2,2,0,0
615,615,DEM Member of Council Braddock Hills (Vote For 3),Michael Ursiny,DEM,204,40.16,1263,365,2,2,0,0
616,616,DEM Member of Council Braddock Hills (Vote For 3),Write-in,DEM,53,10.43,1263,365,2,2,0,0
617,617,DEM Member of Council Bradford Woods (Vote For 3),Todd Hipwell,DEM,142,94.67,990,319,1,1,0,0
618,618,DEM Member of Council Bradford Woods (Vote For 3),Write-in,DEM,8,5.33,990,319,1,1,0,0
619,619,DEM Member of Council Brentwood (Vote For 3),Richard Schubert,DEM,764,50.9,6509,1363,10,10,0,0
620,620,DEM Member of Council Brentwood (Vote For 3),Harold M. Smith,DEM,684,45.57,6509,1363,10,10,0,0
621,621,DEM Member of Council Brentwood (Vote For 3),Write-in,DEM,53,3.53,6509,1363,10,10,0,0
622,622,DEM Member of Council Brentwood (Vote For 1),Michael P. Foyle,DEM,882,98.88,6509,1363,10,10,0,0
623,623,DEM Member of Council Brentwood (Vote For 1),Write-in,DEM,10,1.12,6509,1363,10,10,0,0
624,624,DEM Member of Council Bridgeville (Vote For 3),Joseph Colosimo,DEM,341,33.2,3367,799,4,4,0,0
625,625,DEM Member of Council Bridgeville (Vote For 3),Michael Neely,DEM,337,32.81,3367,799,4,4,0,0
626,626,DEM Member of Council Bridgeville (Vote For 3),"Nino Petrocelli, Sr.",DEM,315,30.67,3367,799,4,4,0,0
627,627,DEM Member of Council Bridgeville (Vote For 3),Write-in,DEM,34,3.31,3367,799,4,4,0,0
628,628,DEM Tax Collector Carnegie (Vote For 1),Write-in,DEM,58,100,5301,1084,8,8,0,0
629,629,DEM Member of Council Carnegie Ward 1 (Vote For 2),Susan G. Demko,DEM,342,57.1,2888,554,4,4,0,0
630,630,DEM Member of Council Carnegie Ward 1 (Vote For 2),Thomas G. DiPietro,DEM,246,41.07,2888,554,4,4,0,0
631,631,DEM Member of Council Carnegie Ward 1 (Vote For 2),Write-in,DEM,11,1.84,2888,554,4,4,0,0
632,632,DEM Member of Council Carnegie Ward 2 (Vote For 1),Daniel Terry Lee,DEM,312,98.11,2413,530,4,4,0,0
633,633,DEM Member of Council Carnegie Ward 2 (Vote For 1),Write-in,DEM,6,1.89,2413,530,4,4,0,0
634,634,DEM Member of Council Castle Shannon (Vote For 3),Nancy Kovach,DEM,711,41.48,5947,1418,8,8,0,0
635,635,DEM Member of Council Castle Shannon (Vote For 3),Write-in,DEM,505,29.46,5947,1418,8,8,0,0
636,636,DEM Member of Council Castle Shannon (Vote For 3),Tom Beck,DEM,498,29.05,5947,1418,8,8,0,0
637,637,DEM Member of Council Chalfant (Vote For 4),Owen Lilac,DEM,88,47.83,573,143,1,1,0,0
638,638,DEM Member of Council Chalfant (Vote For 4),Derrick Royster,DEM,73,39.67,573,143,1,1,0,0
639,639,DEM Member of Council Chalfant (Vote For 4),Write-in,DEM,23,12.5,573,143,1,1,0,0
640,640,DEM Member of Council Cheswick (Vote For 3),Write-in,DEM,35,100,1264,533,2,2,0,0
641,641,DEM Member of Council Churchill (Vote For 3),Andrea Ditillo,DEM,466,27.49,2717,1001,4,4,0,0
642,642,DEM Member of Council Churchill (Vote For 3),Cherylie Blair Fuller,DEM,430,25.37,2717,1001,4,4,0,0
643,643,DEM Member of Council Churchill (Vote For 3),Jay Dworin,DEM,400,23.6,2717,1001,4,4,0,0
644,644,DEM Member of Council Churchill (Vote For 3),Matthew Castiglia,DEM,385,22.71,2717,1001,4,4,0,0
645,645,DEM Member of Council Churchill (Vote For 3),Write-in,DEM,14,0.83,2717,1001,4,4,0,0
646,646,DEM Member of Council Clairton Ward 1 (Vote For 1),R. Tony Kurta,DEM,106,56.68,1015,240,3,3,0,0
647,647,DEM Member of Council Clairton Ward 1 (Vote For 1),Susan ViGliotti,DEM,78,41.71,1015,240,3,3,0,0
648,648,DEM Member of Council Clairton Ward 1 (Vote For 1),Write-in,DEM,3,1.6,1015,240,3,3,0,0
649,649,DEM Member of Council Clairton Ward 4 (Vote For 1),Lamont A. Lewis,DEM,117,50.43,1085,270,3,3,0,0
650,650,DEM Member of Council Clairton Ward 4 (Vote For 1),Charlene Wade-Prescott,DEM,112,48.28,1085,270,3,3,0,0
651,651,DEM Member of Council Clairton Ward 4 (Vote For 1),Write-in,DEM,3,1.29,1085,270,3,3,0,0
652,652,DEM Commissioner Collier (Vote For 2),Deb Zymroz,DEM,891,60.04,6880,1845,6,6,0,0
653,653,DEM Commissioner Collier (Vote For 2),Ethan Styche,DEM,571,38.48,6880,1845,6,6,0,0
654,654,DEM Commissioner Collier (Vote For 2),Write-in,DEM,22,1.48,6880,1845,6,6,0,0
655,655,DEM Member of Council Coraopolis Ward 1 (Vote For 1),Michael Harris,DEM,96,54.55,910,219,2,2,0,0
656,656,DEM Member of Council Coraopolis Ward 1 (Vote For 1),Edward Pitassi,DEM,80,45.45,910,219,2,2,0,0
657,657,DEM Member of Council Coraopolis Ward 1 (Vote For 1),Write-in,DEM,0,0,910,219,2,2,0,0
658,658,DEM Member of Council Coraopolis Ward 2 (Vote For 1),Kim M. Haskins,DEM,81,59.56,767,185,1,1,0,0
659,659,DEM Member of Council Coraopolis Ward 2 (Vote For 1),John May,DEM,55,40.44,767,185,1,1,0,0
660,660,DEM Member of Council Coraopolis Ward 2 (Vote For 1),Write-in,DEM,0,0,767,185,1,1,0,0
661,661,DEM Member of Council Coraopolis Ward 3 (Vote For 1),Gary R. Flasco,DEM,150,94.34,1101,240,2,2,0,0
662,662,DEM Member of Council Coraopolis Ward 3 (Vote For 1),Write-in,DEM,9,5.66,1101,240,2,2,0,0
663,663,DEM Member of Council Coraopolis Ward 4 (Vote For 1),Robb J. Cardimen,DEM,132,75.86,966,258,2,2,0,0
664,664,DEM Member of Council Coraopolis Ward 4 (Vote For 1),Write-in,DEM,42,24.14,966,258,2,2,0,0
665,665,DEM Member of Council Crafton (Vote For 3),Kirsten Compitello,DEM,557,34.43,4332,1053,6,6,0,0
666,666,DEM Member of Council Crafton (Vote For 3),Pamela Pulkownik,DEM,518,32.01,4332,1053,6,6,0,0
667,667,DEM Member of Council Crafton (Vote For 3),Michael J. Hough,DEM,507,31.33,4332,1053,6,6,0,0
668,668,DEM Member of Council Crafton (Vote For 3),Write-in,DEM,36,2.22,4332,1053,6,6,0,0
669,669,DEM Commissioner At-Large Crescent (Vote For 2),Write-in,DEM,81,100,1695,403,2,2,0,0
670,670,DEM Commissioner Crescent Ward 1 (Vote For 1),Write-in,DEM,30,100,1034,257,1,1,0,0
671,671,DEM Tax Collector Dormont (Vote For 1),Victoria McGurk,DEM,1165,98.4,6196,1644,10,10,0,0
672,672,DEM Tax Collector Dormont (Vote For 1),Write-in,DEM,19,1.6,6196,1644,10,10,0,0
673,673,DEM Member of Council Dormont (Vote For 3),Kate Abel,DEM,1001,34.08,6196,1644,10,10,0,0
674,674,DEM Member of Council Dormont (Vote For 3),Daniele Ventresca,DEM,999,34.01,6196,1644,10,10,0,0
675,675,DEM Member of Council Dormont (Vote For 3),John Viard Moore,DEM,886,30.17,6196,1644,10,10,0,0
676,676,DEM Member of Council Dormont (Vote For 3),Write-in,DEM,51,1.74,6196,1644,10,10,0,0
677,677,DEM Member of Council Dravosburg (Vote For 2),Matthew Mols,DEM,127,36.49,1099,329,3,3,0,0
678,678,DEM Member of Council Dravosburg (Vote For 2),Gregory Dzuro,DEM,113,32.47,1099,329,3,3,0,0
679,679,DEM Member of Council Dravosburg (Vote For 2),Michael Raymond Palcsey,DEM,107,30.75,1099,329,3,3,0,0
680,680,DEM Member of Council Dravosburg (Vote For 2),Write-in,DEM,1,0.29,1099,329,3,3,0,0
681,681,DEM Controller Duquesne (Vote For 1),Write-in,DEM,40,100,3273,562,10,10,0,0
682,682,DEM Member of Council Duquesne (Vote For 2),Derek P. Artim,DEM,375,88.65,3273,562,10,10,0,0
683,683,DEM Member of Council Duquesne (Vote For 2),Write-in,DEM,48,11.35,3273,562,10,10,0,0
684,684,DEM Auditor East Deer (Vote For 1),Mary Frances Blose,DEM,142,100,877,234,2,2,0,0
685,685,DEM Auditor East Deer (Vote For 1),Write-in,DEM,0,0,877,234,2,2,0,0
686,686,DEM Commissioner At-Large East Deer (Vote For 3),Jennifer Savka,DEM,106,32.62,877,234,2,2,0,0
