_id,line_number,contest_name,choice_name,party_name,total_votes,percent_of_votes,registered_voters,ballots_cast,total_number_of_precincts,number_of_precincts_reporting,over_votes,under_votes
1815,1815,REP Supervisor Indiana District 1 (Vote For 1),Paul Jorgensen,REP,54,91.53,944,196,1,1,0,0
1816,1816,REP Supervisor Indiana District 1 (Vote For 1),Write-in,REP,5,8.47,944,196,1,1,0,0
1817,1817,REP Supervisor Indiana District 2 (Vote For 1),Albert Kaan,REP,51,100,845,193,1,1,0,0
1818,1818,REP Supervisor Indiana District 2 (Vote For 1),Write-in,REP,0,0,845,193,1,1,0,0
1819,1819,REP Supervisor Indiana District 3 (Vote For 1),Darrin J. Krally,REP,87,56.13,1492,362,1,1,0,0
1820,1820,REP Supervisor Indiana District 3 (Vote For 1),Brandice Miller,REP,68,43.87,1492,362,1,1,0,0
1821,1821,REP Supervisor Indiana District 3 (Vote For 1),Write-in,REP,0,0,1492,362,1,1,0,0
1822,1822,REP Supervisor Indiana District 4 (Vote For 1),Luke Rayman,REP,72,100,1108,336,1,1,0,0
1823,1823,REP Supervisor Indiana District 4 (Vote For 1),Write-in,REP,0,0,1108,336,1,1,0,0
1824,1824,REP Tax Collector Ingram (Vote For 1),Write-in,REP,11,100,2311,567,3,3,0,0
1825,1825,REP Member of Council Ingram (Vote For 3),Write-in,REP,49,100,2311,567,3,3,0,0
1826,1826,REP Member of Council Ingram (Vote For 1),Write-in,REP,29,100,2311,567,3,3,0,0
1827,1827,REP Member of Council Jefferson Hills (Vote For 3),Kevin Polick,REP,722,29.71,8580,2285,9,9,0,0
1828,1828,REP Member of Council Jefferson Hills (Vote For 3),Joseph Lynch,REP,609,25.06,8580,2285,9,9,0,0
1829,1829,REP Member of Council Jefferson Hills (Vote For 3),David C. Bentz,REP,578,23.79,8580,2285,9,9,0,0
1830,1830,REP Member of Council Jefferson Hills (Vote For 3),John A. Pope,REP,490,20.16,8580,2285,9,9,0,0
1831,1831,REP Member of Council Jefferson Hills (Vote For 3),Write-in,REP,31,1.28,8580,2285,9,9,0,0
1832,1832,REP Member of Council Jefferson Hills (Vote For 1),Diva Mares,REP,760,98.06,8580,2285,9,9,0,0
1833,1833,REP Member of Council Jefferson Hills (Vote For 1),Write-in,REP,15,1.94,8580,2285,9,9,0,0
1834,1834,REP Commissioner Kennedy (Vote For 2),Diane L. Schmitt,REP,311,47.41,6563,2190,7,7,0,0
1835,1835,REP Commissioner Kennedy (Vote For 2),Christopher C. Szuminsky,REP,292,44.51,6563,2190,7,7,0,0
1836,1836,REP Commissioner Kennedy (Vote For 2),Write-in,REP,53,8.08,6563,2190,7,7,0,0
1837,1837,REP Tax Collector Kilbuck (Vote For 1),Write-in,REP,3,100,603,184,1,1,0,0
1838,1838,REP Auditor Kilbuck (Vote For 1),Write-in,REP,7,100,603,184,1,1,0,0
1839,1839,REP Auditor Kilbuck (Vote For 1),Write-in,REP,3,100,603,184,1,1,0,0
1840,1840,REP Auditor Kilbuck (Vote For 1),Write-in,REP,2,100,603,184,1,1,0,0
1841,1841,REP Supervisor Kilbuck (Vote For 1),Write-in,REP,26,100,603,184,1,1,0,0
1842,1842,REP Tax Collector Leet (Vote For 1),Write-in,REP,12,100,1189,478,2,2,0,0
1843,1843,REP Commissioner Leet (Vote For 3),Write-in,REP,233,54.31,1189,478,2,2,0,0
1844,1844,REP Commissioner Leet (Vote For 3),Carolyn A. Verszyla,REP,128,29.84,1189,478,2,2,0,0
1845,1845,REP Commissioner Leet (Vote For 3),Katherine Longwell,REP,68,15.85,1189,478,2,2,0,0
1846,1846,REP Member of Council Leetsdale (Vote For 3),Jeffery Weatherby,REP,72,40.91,804,253,1,1,0,0
1847,1847,REP Member of Council Leetsdale (Vote For 3),Debra Canney,REP,64,36.36,804,253,1,1,0,0
1848,1848,REP Member of Council Leetsdale (Vote For 3),Write-in,REP,40,22.73,804,253,1,1,0,0
1849,1849,REP Member of Council Liberty (Vote For 3),Write-in,REP,39,100,1580,371,2,2,0,0
1850,1850,REP Member of Council Liberty (Vote For 1),Write-in,REP,21,100,1580,371,2,2,0,0
1851,1851,REP Tax Collector Lincoln (Vote For 1),Write-in,REP,2,100,645,153,1,1,0,0
1852,1852,REP Member of Council Lincoln (Vote For 3),Write-in,REP,2,100,645,153,1,1,0,0
1853,1853,REP Auditor Marshall (Vote For 1),Write-in,REP,160,100,7201,1610,7,7,0,0
1854,1854,REP Auditor Marshall (Vote For 1),Write-in,REP,156,100,7201,1610,7,7,0,0
1855,1855,REP Supervisor Marshall (Vote For 1),Jason Bragunier,REP,600,99.17,7201,1610,7,7,0,0
1856,1856,REP Supervisor Marshall (Vote For 1),Write-in,REP,5,0.83,7201,1610,7,7,0,0
1857,1857,REP Member of Council McCandless Ward 1 (Vote For 1),Doug Arlow,REP,196,62.62,3139,791,3,3,0,0
1858,1858,REP Member of Council McCandless Ward 1 (Vote For 1),Mary Ann Eisenreich,REP,114,36.42,3139,791,3,3,0,0
1859,1859,REP Member of Council McCandless Ward 1 (Vote For 1),Write-in,REP,3,0.96,3139,791,3,3,0,0
1860,1860,REP Member of Council McCandless Ward 3 (Vote For 1),Brian Snyder,REP,316,97.23,3050,931,3,3,0,0
1861,1861,REP Member of Council McCandless Ward 3 (Vote For 1),Write-in,REP,9,2.77,3050,931,3,3,0,0
1862,1862,REP Member of Council McCandless Ward 5 (Vote For 1),Joe Wall,REP,243,70.23,3211,968,3,3,0,0
1863,1863,REP Member of Council McCandless Ward 5 (Vote For 1),Kathleen Roppa,REP,101,29.19,3211,968,3,3,0,0
1864,1864,REP Member of Council McCandless Ward 5 (Vote For 1),Write-in,REP,2,0.58,3211,968,3,3,0,0
1865,1865,REP Member of Council McCandless Ward 7 (Vote For 1),Write-in,REP,24,100,3105,861,3,3,0,0
1866,1866,REP Member of Council McDonald (Vote For 4),Amber Wasko,REP,11,84.62,217,40,1,1,0,0
1867,1867,REP Member of Council McDonald (Vote For 4),Write-in,REP,2,15.38,217,40,1,1,0,0
1868,1868,REP Mayor McKeesport (Vote For 1),Write-in,REP,260,100,10877,2838,32,32,0,0
1869,1869,REP Member of Council McKeesport (Vote For 4),Write-in,REP,176,100,10877,2838,32,32,0,0
1870,1870,REP Member of Council McKees Rocks Ward 1 (Vote For 1),Write-in,REP,1,100,723,90,2,2,0,0
1871,1871,REP Member of Council McKees Rocks Ward 1 (Vote For 1),Write-in,REP,1,100,723,90,2,2,0,0
1872,1872,REP Member of Council McKees Rocks Ward 2 (Vote For 1),Write-in,REP,3,100,1130,133,2,2,0,0
1873,1873,REP Member of Council McKees Rocks Ward 3 (Vote For 3),Maryann Holland,REP,37,58.73,1702,288,3,3,0,0
1874,1874,REP Member of Council McKees Rocks Ward 3 (Vote For 3),Write-in,REP,26,41.27,1702,288,3,3,0,0
1875,1875,REP Member of Council Millvale (Vote For 4),Write-in,REP,29,100,2231,502,5,5,0,0
1876,1876,REP Member of Council Millvale (Vote For 1),Write-in,REP,11,100,2231,502,5,5,0,0
1877,1877,REP Member of Council Monroeville Ward 2 (Vote For 1),Timothy J. Lionelli,REP,221,86.33,2899,943,3,3,0,0
1878,1878,REP Member of Council Monroeville Ward 2 (Vote For 1),Write-in,REP,35,13.67,2899,943,3,3,0,0
1879,1879,REP Member of Council Monroeville Ward 4 (Vote For 1),William E. Krut,REP,183,87.56,2585,731,3,3,0,0
1880,1880,REP Member of Council Monroeville Ward 4 (Vote For 1),Write-in,REP,26,12.44,2585,731,3,3,0,0
1881,1881,REP Member of Council Monroeville Ward 6 (Vote For 1),Write-in,REP,29,100,2997,683,4,4,0,0
1882,1882,REP Auditor Moon (Vote For 1),Antonio R. Genco,REP,1375,99.28,18164,4259,13,13,0,0
1883,1883,REP Auditor Moon (Vote For 1),Write-in,REP,10,0.72,18164,4259,13,13,0,0
1884,1884,REP Supervisor Moon (Vote For 2),John A. Hertzer,REP,1280,50.31,18164,4259,13,13,0,0
1885,1885,REP Supervisor Moon (Vote For 2),Mary Jo Wise,REP,1241,48.78,18164,4259,13,13,0,0
1886,1886,REP Supervisor Moon (Vote For 2),Write-in,REP,23,0.9,18164,4259,13,13,0,0
1887,1887,REP Commissioner Mt. Lebanon Ward 1 (Vote For 1),Mark DeRubeis,REP,391,97.75,5156,1818,7,7,0,0
1888,1888,REP Commissioner Mt. Lebanon Ward 1 (Vote For 1),Write-in,REP,9,2.25,5156,1818,7,7,0,0
1889,1889,REP Commissioner Mt. Lebanon Ward 3 (Vote For 1),David Boyce,REP,407,97.37,5201,1781,8,8,0,0
1890,1890,REP Commissioner Mt. Lebanon Ward 3 (Vote For 1),Write-in,REP,11,2.63,5201,1781,8,8,0,0
1891,1891,REP Commissioner Mt. Lebanon Ward 5 (Vote For 1),Joshua Elliott,REP,302,97.42,4953,1613,8,8,0,0
1892,1892,REP Commissioner Mt. Lebanon Ward 5 (Vote For 1),Write-in,REP,8,2.58,4953,1613,8,8,0,0
1893,1893,REP Member of Council Mt. Oliver (Vote For 3),Write-in,REP,9,100,2178,288,4,4,0,0
1894,1894,REP Member of Council Munhall (Vote For 3),Write-in,REP,250,52.63,7583,2128,12,12,0,0
1895,1895,REP Member of Council Munhall (Vote For 3),Kami Stulginskas,REP,225,47.37,7583,2128,12,12,0,0
1896,1896,REP Commissioner At-Large Neville (Vote For 1),Write-in,REP,16,100,672,191,3,3,0,0
1897,1897,REP Commissioner Neville Ward 1 (Vote For 1),Write-in,REP,13,100,241,67,1,1,0,0
1898,1898,REP Commissioner Neville Ward 3 (Vote For 1),Write-in,REP,5,100,239,84,1,1,0,0
1899,1899,REP Member of Council North Braddock Ward 1 (Vote For 1),Write-in,REP,3,100,1110,238,3,3,0,0
1900,1900,REP Member of Council North Braddock Ward 2 (Vote For 1),Write-in,REP,2,100,929,180,2,2,0,0
1901,1901,REP Member of Council North Braddock Ward 3 (Vote For 2),Write-in,REP,2,100,810,121,2,2,0,0
1902,1902,REP Auditor North Fayette (Vote For 1),Keith Colledge,REP,749,99.6,11037,2336,5,5,0,0
1903,1903,REP Auditor North Fayette (Vote For 1),Write-in,REP,3,0.4,11037,2336,5,5,0,0
1904,1904,REP Supervisor North Fayette (Vote For 1),Bob Doddato,REP,518,56.18,11037,2336,5,5,0,0
1905,1905,REP Supervisor North Fayette (Vote For 1),Richard Valent,REP,403,43.71,11037,2336,5,5,0,0
1906,1906,REP Supervisor North Fayette (Vote For 1),Write-in,REP,1,0.11,11037,2336,5,5,0,0
1907,1907,REP Commissioner North Versailles Ward 1 (Vote For 1),Write-in,REP,9,100,1244,317,2,2,0,0
1908,1908,REP Commissioner North Versailles Ward 3 (Vote For 1),Write-in,REP,54,100,1083,339,2,2,0,0
1909,1909,REP Commissioner North Versailles Ward 5 (Vote For 1),Write-in,REP,7,100,865,138,2,2,0,0
1910,1910,REP Commissioner North Versailles Ward 7 (Vote For 1),Write-in,REP,1,100,618,143,1,1,0,0
1911,1911,REP Member of Council Oakdale (Vote For 3),Write-in,REP,78,52,1042,294,2,2,0,0
1912,1912,REP Member of Council Oakdale (Vote For 3),Barbara Rossen,REP,72,48,1042,294,2,2,0,0
1913,1913,REP Member of Council Oakmont (Vote For 3),Mark Springer,REP,442,38.3,5391,1756,6,6,0,0
1914,1914,REP Member of Council Oakmont (Vote For 3),David Graver,REP,355,30.76,5391,1756,6,6,0,0
1915,1915,REP Member of Council Oakmont (Vote For 3),Al Hatok,REP,341,29.55,5391,1756,6,6,0,0
1916,1916,REP Member of Council Oakmont (Vote For 3),Write-in,REP,16,1.39,5391,1756,6,6,0,0
1917,1917,REP Auditor O'Hara (Vote For 1),Write-in,REP,17,100,7311,2285,10,10,0,0
1918,1918,REP Member of Council O'Hara (Vote For 2),"W. Robert Strohm, Jr.",REP,399,54.14,7311,2285,10,10,0,0
1919,1919,REP Member of Council O'Hara (Vote For 2),Shamus Petrucelli,REP,331,44.91,7311,2285,10,10,0,0
1920,1920,REP Member of Council O'Hara (Vote For 2),Write-in,REP,7,0.95,7311,2285,10,10,0,0
1921,1921,REP Supervisor Ohio (Vote For 1),Write-in,REP,52,100,5385,1429,3,3,0,0
1922,1922,REP Member of Council Glen Osborne (Vote For 3),Write-in,REP,24,100,460,165,1,1,0,0
1923,1923,REP Mayor Penn Hills (Vote For 1),Write-in,REP,334,100,29789,7183,50,50,0,0
1924,1924,REP Controller Penn Hills (Vote For 1),Write-in,REP,94,100,29789,7183,50,50,0,0
1925,1925,REP Member of Council Penn Hills (Vote For 2),Clayton Walker,REP,865,90.48,29789,7183,50,50,0,0
1926,1926,REP Member of Council Penn Hills (Vote For 2),Write-in,REP,91,9.52,29789,7183,50,50,0,0
1927,1927,REP  Member of Council Pennsbury Village (Vote For 3),Steven A. Stecko,REP,26,83.87,564,144,1,1,0,0
1928,1928,REP  Member of Council Pennsbury Village (Vote For 3),Write-in,REP,5,16.13,564,144,1,1,0,0
1929,1929,REP Supervisor Pine (Vote For 3),Pat Avolio,REP,858,36.42,10967,2443,8,8,0,0
1930,1930,REP Supervisor Pine (Vote For 3),Ryan Colombo,REP,836,35.48,10967,2443,8,8,0,0
1931,1931,REP Supervisor Pine (Vote For 3),John M. Donahue,REP,616,26.15,10967,2443,8,8,0,0
1932,1932,REP Supervisor Pine (Vote For 3),Write-in,REP,46,1.95,10967,2443,8,8,0,0
1933,1933,REP Member of Council Pitcairn (Vote For 3),Write-in,REP,114,100,1819,398,3,3,0,0
1934,1934,REP Member of Council Pitcairn (Vote For 1),Write-in,REP,52,100,1819,398,3,3,0,0
1935,1935,REP Member of Council Pleasant Hills (Vote For 3),Andrew Codelka,REP,367,34.36,6138,1631,10,10,0,0
1936,1936,REP Member of Council Pleasant Hills (Vote For 3),Gregory P. Smith,REP,343,32.12,6138,1631,10,10,0,0
1937,1937,REP Member of Council Pleasant Hills (Vote For 3),Richard Raszewski,REP,304,28.46,6138,1631,10,10,0,0
1938,1938,REP Member of Council Pleasant Hills (Vote For 3),Write-in,REP,54,5.06,6138,1631,10,10,0,0
1939,1939,REP Member of Council Plum (Vote For 3),Dave Majernik,REP,1717,33.79,19236,5596,21,21,0,0
1940,1940,REP Member of Council Plum (Vote For 3),Jerry Purcell,REP,1652,32.51,19236,5596,21,21,0,0
1941,1941,REP Member of Council Plum (Vote For 3),Steve Schlauch,REP,1646,32.39,19236,5596,21,21,0,0
1942,1942,REP Member of Council Plum (Vote For 3),Write-in,REP,67,1.32,19236,5596,21,21,0,0
1943,1943,REP Tax Collector Port Vue (Vote For 1),Write-in,REP,18,100,2223,478,4,4,0,0
1944,1944,REP Member of Council Port Vue (Vote For 3),Write-in,REP,20,100,2223,478,4,4,0,0
1945,1945,REP Tax Collector Rankin (Vote For 1),Write-in,REP,0,0,1079,233,3,3,0,0
1946,1946,REP Member of Council Rankin Ward 1 (Vote For 1),Write-in,REP,0,0,317,72,1,1,0,0
1947,1947,REP Member of Council Rankin Ward 1 (Vote For 1),Write-in,REP,0,0,317,72,1,1,0,0
1948,1948,REP Member of Council Rankin Ward 2 (Vote For 1),Write-in,REP,0,0,377,101,1,1,0,0
1949,1949,REP Member of Council Rankin Ward 3 (Vote For 1),Write-in,REP,0,0,385,60,1,1,0,0
1950,1950,REP Tax Collector Reserve (Vote For 1),Write-in,REP,13,100,2375,694,4,4,0,0
1951,1951,REP Commissioner At-Large Reserve (Vote For 1),Daniel W. Cromeans,REP,72,51.8,2375,694,4,4,0,0
1952,1952,REP Commissioner At-Large Reserve (Vote For 1),Brian R. Nickel,REP,65,46.76,2375,694,4,4,0,0
1953,1953,REP Commissioner At-Large Reserve (Vote For 1),Write-in,REP,2,1.44,2375,694,4,4,0,0
1954,1954,REP Commissioner Reserve Ward 1 (Vote For 1),Write-in,REP,5,100,506,153,1,1,0,0
1955,1955,REP Commissioner Reserve Ward 3 (Vote For 1),Write-in,REP,8,100,518,139,1,1,0,0
1956,1956,REP Supervisor At-Large Richland (Vote For 1),Donna L. Snyder,REP,829,97.3,8849,2352,8,8,0,0
1957,1957,REP Supervisor At-Large Richland (Vote For 1),Write-in,REP,23,2.7,8849,2352,8,8,0,0
1958,1958,REP Supervisor Richland Supervisor 3 (Vote For 1),George P. Allen,REP,221,95.26,2145,581,2,2,0,0
1959,1959,REP Supervisor Richland Supervisor 3 (Vote For 1),Write-in,REP,11,4.74,2145,581,2,2,0,0
1960,1960,REP Supervisor Richland Supervisor 4 (Vote For 1),Raymond P. Kendrick,REP,213,70.76,2086,630,2,2,0,0
1961,1961,REP Supervisor Richland Supervisor 4 (Vote For 1),Brian Fung,REP,85,28.24,2086,630,2,2,0,0
1962,1962,REP Supervisor Richland Supervisor 4 (Vote For 1),Write-in,REP,3,1,2086,630,2,2,0,0
1963,1963,REP Commissioner Robinson (Vote For 2),"Matthew D. McNemar, Sr.",REP,448,34.44,11449,3557,9,9,0,0
1964,1964,REP Commissioner Robinson (Vote For 2),Bill Sewak,REP,442,33.97,11449,3557,9,9,0,0
1965,1965,REP Commissioner Robinson (Vote For 2),Write-in,REP,411,31.59,11449,3557,9,9,0,0
1966,1966,REP Commissioner Ross Ward 1 (Vote For 1),Write-in,REP,93,100,2628,818,4,4,0,0
1967,1967,REP Commissioner Ross Ward 3 (Vote For 1),Write-in,REP,60,100,2562,720,4,4,0,0
1968,1968,REP Commissioner Ross Ward 5 (Vote For 1),David Barkovich,REP,242,93.44,2501,771,4,4,0,0
1969,1969,REP Commissioner Ross Ward 5 (Vote For 1),Write-in,REP,17,6.56,2501,771,4,4,0,0
1970,1970,REP Commissioner Ross Ward 7 (Vote For 1),Write-in,REP,72,100,2440,699,4,4,0,0
1971,1971,REP Commissioner Ross Ward 9 (Vote For 1),Joe Muha,REP,287,98.63,2471,819,3,3,0,0
1972,1972,REP Commissioner Ross Ward 9 (Vote For 1),Write-in,REP,4,1.37,2471,819,3,3,0,0
1973,1973,REP Tax Collector Rosslyn Farms (Vote For 1),Write-in,REP,2,100,408,135,1,1,0,0
1974,1974,REP Member of Council Rosslyn Farms (Vote For 3),Chad Green,REP,29,49.15,408,135,1,1,0,0
1975,1975,REP Member of Council Rosslyn Farms (Vote For 3),"Jerald C. Lear, Jr.",REP,29,49.15,408,135,1,1,0,0
1976,1976,REP Member of Council Rosslyn Farms (Vote For 3),Write-in,REP,1,1.69,408,135,1,1,0,0
1977,1977,REP Commissioner Scott Ward 1 (Vote For 1),Write-in,REP,26,100,1185,213,2,2,0,0
1978,1978,REP Commissioner Scott Ward 3 (Vote For 1),Stacey A. Altman,REP,101,100,1182,348,2,2,0,0
1979,1979,REP Commissioner Scott Ward 3 (Vote For 1),Write-in,REP,0,0,1182,348,2,2,0,0
1980,1980,REP Commissioner Scott Ward 5 (Vote For 1),Write-in,REP,20,100,1286,360,2,2,0,0
1981,1981,REP Commissioner Scott Ward 7 (Vote For 1),Write-in,REP,23,100,1512,494,2,2,0,0
1982,1982,REP Commissioner Scott Ward 9 (Vote For 1),Write-in,REP,7,100,647,135,2,2,0,0
1983,1983,REP Member of Council Sewickley Ward 1 (Vote For 1),Brian Borres,REP,73,93.59,934,298,1,1,0,0
1984,1984,REP Member of Council Sewickley Ward 1 (Vote For 1),Write-in,REP,5,6.41,934,298,1,1,0,0
1985,1985,REP Member of Council Sewickley Ward 2 (Vote For 2),Lawrence R. Newman,REP,101,81.45,1070,367,2,2,0,0
1986,1986,REP Member of Council Sewickley Ward 2 (Vote For 2),Write-in,REP,23,18.55,1070,367,2,2,0,0
1987,1987,REP Member of Council Sewickley Ward 3 (Vote For 1),Write-in,REP,11,100,1008,273,1,1,0,0
1988,1988,REP Tax Collector Sewickley Heights (Vote For 1),Write-in,REP,6,100,741,228,1,1,0,0
1989,1989,REP Member of Council Sewickley Heights (Vote For 3),John Means,REP,101,33.44,741,228,1,1,0,0
1990,1990,REP Member of Council Sewickley Heights (Vote For 3),Tom McCargo,REP,99,32.78,741,228,1,1,0,0
1991,1991,REP Member of Council Sewickley Heights (Vote For 3),Michael Bollinger,REP,94,31.13,741,228,1,1,0,0
1992,1992,REP Member of Council Sewickley Heights (Vote For 3),Write-in,REP,8,2.65,741,228,1,1,0,0
1993,1993,REP Member of Council Sewickley Hills (Vote For 2),Write-in,REP,21,100,565,190,1,1,0,0
1994,1994,REP Commissioner Shaler Ward 1 (Vote For 1),Write-in,REP,46,100,2769,751,5,5,0,0
1995,1995,REP Commissioner Shaler Ward 3 (Vote For 1),David W. Shutter,REP,209,53.73,3096,1041,5,5,0,0
1996,1996,REP Commissioner Shaler Ward 3 (Vote For 1),Kevin Kerin,REP,180,46.27,3096,1041,5,5,0,0
1997,1997,REP Commissioner Shaler Ward 3 (Vote For 1),Write-in,REP,0,0,3096,1041,5,5,0,0
1998,1998,REP Commissioner Shaler Ward 5 (Vote For 1),Susan H. Fisher,REP,256,97.34,3046,883,5,5,0,0
1999,1999,REP Commissioner Shaler Ward 5 (Vote For 1),Write-in,REP,7,2.66,3046,883,5,5,0,0
2000,2000,REP Commissioner Shaler Ward 7 (Vote For 1),Bill Cross,REP,215,97.29,2909,822,4,4,0,0
2001,2001,REP Commissioner Shaler Ward 7 (Vote For 1),Write-in,REP,6,2.71,2909,822,4,4,0,0
2002,2002,REP Member of Council Sharpsburg (Vote For 3),Write-in,REP,40,100,2169,514,3,3,0,0
2003,2003,REP Member of Council Sharpsburg (Vote For 1),Write-in,REP,35,100,2169,514,3,3,0,0
2004,2004,REP Commissioner South Fayette (Vote For 4),Write-in,REP,1650,37.25,12121,3503,12,12,0,0
2005,2005,REP Commissioner South Fayette (Vote For 4),Mark Allen Hondru,REP,1188,26.82,12121,3503,12,12,0,0
2006,2006,REP Commissioner South Fayette (Vote For 4),Tim Postufka,REP,1170,26.42,12121,3503,12,12,0,0
2007,2007,REP Commissioner South Fayette (Vote For 4),J. Keith Dernosek,REP,421,9.51,12121,3503,12,12,0,0
2008,2008,REP Auditor South Park (Vote For 1),Write-in,REP,162,100,10044,2680,13,13,0,0
2009,2009,REP Supervisor South Park (Vote For 1),Lawrence Dewayne Vogel,REP,714,87.39,10044,2680,13,13,0,0
2010,2010,REP Supervisor South Park (Vote For 1),Write-in,REP,103,12.61,10044,2680,13,13,0,0
2011,2011,REP Commissioner South Versailles (Vote For 2),Write-in,REP,43,100,216,74,1,1,0,0
2012,2012,REP Mayor Springdale Borough (Vote For 1),Joel Anderson,REP,174,88.32,2184,708,4,4,0,0
2013,2013,REP Mayor Springdale Borough (Vote For 1),Write-in,REP,23,11.68,2184,708,4,4,0,0
2014,2014,REP Member of Council Springdale Borough (Vote For 3),"Shawn Fitzgerald, Jr.",REP,174,39.01,2184,708,4,4,0,0
2015,2015,REP Member of Council Springdale Borough (Vote For 3),Mark Stanton,REP,127,28.48,2184,708,4,4,0,0
2016,2016,REP Member of Council Springdale Borough (Vote For 3),Daniel P. Copeland,REP,122,27.35,2184,708,4,4,0,0
2017,2017,REP Member of Council Springdale Borough (Vote For 3),Write-in,REP,23,5.16,2184,708,4,4,0,0
2018,2018,REP Commissioner Springdale Township (Vote For 3),Write-in,REP,75,100,1141,406,1,1,0,0
2019,2019,REP Tax Collector Stowe (Vote For 1),Write-in,REP,50,100,3972,865,11,11,0,0
2020,2020,REP Commissioner Stowe (Vote For 3),Write-in,REP,174,100,3972,865,11,11,0,0
2021,2021,REP Member of Council Swissvale (Vote For 3),Write-in,REP,25,100,6668,1808,11,11,0,0
2022,2022,REP Member of Council At-Large Tarentum (Vote For 1),Margaret Smith,REP,113,91.13,2424,461,5,5,0,0
2023,2023,REP Member of Council At-Large Tarentum (Vote For 1),Write-in,REP,11,8.87,2424,461,5,5,0,0
2024,2024,REP Member of Council Tarentum Ward 1 (Vote For 1),Raymond E. Kerr,REP,60,98.36,1076,212,2,2,0,0
2025,2025,REP Member of Council Tarentum Ward 1 (Vote For 1),Write-in,REP,1,1.64,1076,212,2,2,0,0
2026,2026,REP Member of Council Tarentum Ward 2 (4 Year Term) (Vote For 1),Write-in,REP,4,100,508,105,1,1,0,0
2027,2027,REP Member of Council Tarentum Ward 2 (2 Year Term) (Vote For 1),Write-in,REP,2,100,508,105,1,1,0,0
2028,2028,REP Member of Council Tarentum Ward 3 (Vote For 1),Margaret Smith,REP,37,92.5,840,144,2,2,0,0
